restaurant_id,product_family_id,month,day_of_week,is_weekend,week_of_year,price_scaled,units_sold,qsp_score,operational_anomaly,units_lag_30,qsp_lag_30,units_lag_60,qsp_lag_60,units_rolling_mean_30,qsp_rolling_mean_30,units_rolling_mean_60,qsp_rolling_mean_60,anomaly_count_60d,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,cat_Poulet,cat_Sandwich,cat_Autre,cat_Boisson,cat_Dessert,gap_percentage
6,1,1,5,1,3,0.999722183631255,73,0.86,0,32.0,0.81,32.0,0.9,51.0,0.8366666666666667,47.63333333333333,0.8475,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.070413194444424
6,2,1,5,1,3,-0.999722183631255,46,0.86,0,62.0,0.85,28.0,0.9,52.13333333333333,0.8350000000000001,47.75,0.8478333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.880413194444458
6,4,1,5,1,3,-0.999722183631255,66,0.85,0,78.0,0.92,21.0,0.77,54.03333333333333,0.84,46.88333333333333,0.8460000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.650413194444435
6,7,1,6,1,3,0.999722183631255,79,0.8,0,70.0,0.91,27.0,0.77,54.233333333333334,0.8513333333333333,47.0,0.8401666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.410413194444448
6,3,1,6,1,3,0.999722183631255,20,0.81,0,51.0,0.84,64.0,0.89,53.8,0.8496666666666666,47.18333333333333,0.8396666666666667,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.3904131944444376
6,8,1,6,1,3,-0.999722183631255,30,0.92,0,76.0,0.8,38.0,0.85,55.06666666666667,0.8480000000000001,46.833333333333336,0.8381666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.3004131944444604
6,1,1,6,1,3,0.999722183631255,30,0.86,0,49.0,0.8,47.0,0.91,55.13333333333333,0.8443333333333334,46.733333333333334,0.8394999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.480413194444445
6,2,1,6,1,3,-0.999722183631255,54,0.93,0,51.0,0.79,45.0,0.79,55.333333333333336,0.8443333333333333,47.03333333333333,0.8378333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.470413194444457
6,4,1,6,1,3,-0.999722183631255,77,0.85,0,65.0,0.81,45.0,0.92,56.0,0.8406666666666667,47.166666666666664,0.8403333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.3604131944444573
6,7,1,0,0,4,0.999722183631255,26,0.84,0,74.0,0.76,30.0,0.8,59.333333333333336,0.8423333333333333,46.8,0.8368333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.170413194444449
6,3,1,0,0,4,0.999722183631255,38,0.9,0,28.0,0.79,71.0,0.82,57.9,0.8413333333333333,46.75,0.8364999999999999,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.160413194444444
6,8,1,0,0,4,-0.999722183631255,54,0.76,0,37.0,0.88,76.0,0.93,56.6,0.8396666666666666,47.21666666666667,0.8368333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.440413194444441
6,1,1,0,0,4,0.999722183631255,32,0.94,0,34.0,0.79,71.0,0.88,55.36666666666667,0.8366666666666667,47.233333333333334,0.8385,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.900413194444452
6,2,1,0,0,4,-0.999722183631255,27,0.92,0,74.0,0.92,56.0,0.77,55.96666666666667,0.8416666666666667,47.53333333333333,0.838,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.4804131944444627
6,4,1,0,0,4,-0.999722183631255,23,0.75,0,49.0,0.94,44.0,0.78,56.13333333333333,0.847,47.266666666666666,0.8368333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0504131944444435
6,7,1,1,0,4,0.999722183631255,75,0.83,0,77.0,0.81,42.0,0.78,56.96666666666667,0.8503333333333334,47.28333333333333,0.8360000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.6604131944444287
6,3,1,1,0,4,0.999722183631255,79,0.9,0,65.0,0.88,76.0,0.8,56.6,0.853,47.43333333333333,0.8351666666666666,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.360413194444445
6,8,1,1,0,4,-0.999722183631255,21,0.89,0,77.0,0.86,48.0,0.78,57.56666666666667,0.8556666666666666,47.43333333333333,0.8330000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.960413194444437
6,1,1,1,0,4,0.999722183631255,58,0.95,0,67.0,0.79,73.0,0.92,57.36666666666667,0.8513333333333333,48.06666666666667,0.8355,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.430413194444442
6,2,1,1,0,4,-0.999722183631255,42,0.83,0,46.0,0.94,78.0,0.84,56.3,0.8546666666666667,49.016666666666666,0.8361666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.250413194444445
6,4,1,1,0,4,-0.999722183631255,24,0.9,0,70.0,0.83,62.0,0.88,56.56666666666667,0.8530000000000001,49.31666666666667,0.8366666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.270413194444468
6,7,1,2,0,4,0.999722183631255,70,0.77,0,31.0,0.82,41.0,0.91,55.96666666666667,0.85,49.5,0.8394999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2004131944444416
6,3,1,2,0,4,0.999722183631255,39,0.92,0,73.0,0.86,32.0,0.81,57.333333333333336,0.8516666666666667,49.65,0.8371666666666667,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.020413194444439
6,8,1,2,0,4,-0.999722183631255,20,0.94,0,46.0,0.86,62.0,0.85,56.8,0.8520000000000001,49.71666666666667,0.8381666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2004131944444416
6,1,1,2,0,4,0.999722183631255,66,0.79,0,66.0,0.85,78.0,0.92,56.4,0.8496666666666666,50.1,0.8391666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.6404131944444416
6,2,1,2,0,4,-0.999722183631255,76,0.81,0,79.0,0.84,29.0,0.85,58.06666666666667,0.8493333333333333,49.65,0.8378333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0304131944444443
6,4,1,2,0,4,-0.999722183631255,49,0.84,0,50.0,0.83,36.0,0.87,58.53333333333333,0.8480000000000001,49.35,0.8386666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.3204131944444466
6,7,1,3,0,4,0.999722183631255,63,0.77,0,30.0,0.92,76.0,0.8,56.266666666666666,0.8473333333333334,50.63333333333333,0.841,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.4804131944444503
6,3,1,3,0,4,0.999722183631255,55,0.76,0,30.0,0.86,49.0,0.8,55.63333333333333,0.8493333333333334,50.516666666666666,0.8398333333333333,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.210413194444435
6,8,1,3,0,4,-0.999722183631255,42,0.8,0,54.0,0.93,51.0,0.79,55.733333333333334,0.854,50.983333333333334,0.8403333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.220413194444428
6,1,1,3,0,4,0.999722183631255,67,0.86,0,77.0,0.85,65.0,0.81,56.13333333333333,0.8553333333333334,51.25,0.8386666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.1604131944444624
6,2,1,3,0,4,-0.999722183631255,78,0.94,0,21.0,0.88,79.0,0.85,54.2,0.8563333333333334,51.25,0.8393333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.750413194444435
6,4,1,3,0,4,-0.999722183631255,59,0.9,0,29.0,0.86,74.0,0.95,52.7,0.8533333333333334,51.85,0.8425,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.3904131944444367
6,7,1,4,0,4,0.999722183631255,24,0.93,0,54.0,0.76,37.0,0.88,52.0,0.8556666666666667,51.333333333333336,0.8386666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.3104131944444664
6,3,1,4,0,4,0.999722183631255,75,0.77,0,32.0,0.94,34.0,0.79,51.93333333333333,0.8606666666666667,51.53333333333333,0.8375,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.390413194444449
6,8,1,4,0,4,-0.999722183631255,53,0.9,0,27.0,0.92,74.0,0.92,50.36666666666667,0.8606666666666667,51.88333333333333,0.8396666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.180413194444449
6,1,1,4,0,4,0.999722183631255,67,0.91,0,23.0,0.75,49.0,0.94,49.5,0.8543333333333333,51.8,0.8421666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.440413194444435
6,2,1,4,0,4,-0.999722183631255,57,0.81,0,27.0,0.86,39.0,0.92,49.1,0.8523333333333334,51.266666666666666,0.8420000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.700413194444444
6,4,1,4,0,4,-0.999722183631255,75,0.88,0,56.0,0.78,52.0,0.77,49.233333333333334,0.8526666666666667,50.81666666666667,0.8413333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.2304131944444583
6,7,1,5,1,4,0.999722183631255,64,0.85,0,21.0,0.89,77.0,0.86,47.766666666666666,0.8550000000000001,51.833333333333336,0.8426666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.9904131944444345
6,3,1,5,1,4,0.999722183631255,78,0.79,0,58.0,0.95,67.0,0.79,47.46666666666667,0.8603333333333333,52.166666666666664,0.8415,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.2604131944444386
6,8,1,5,1,4,-0.999722183631255,41,0.84,0,42.0,0.83,46.0,0.94,47.333333333333336,0.8566666666666667,52.416666666666664,0.8443333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.380413194444432
6,1,1,5,1,4,0.999722183631255,46,0.89,0,24.0,0.9,70.0,0.83,45.8,0.859,52.61666666666667,0.8443333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.470413194444439
6,2,1,5,1,4,-0.999722183631255,68,0.86,0,69.0,0.82,45.0,0.94,46.6,0.8550000000000001,52.88333333333333,0.8463333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.250413194444432
6,4,1,5,1,4,-0.999722183631255,73,0.94,0,28.0,0.75,62.0,0.81,45.46666666666667,0.853,53.43333333333333,0.8456666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.77041319444444
6,7,1,6,1,4,0.999722183631255,29,0.76,0,20.0,0.94,46.0,0.86,44.766666666666666,0.856,54.46666666666667,0.8435,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.860413194444423
6,3,1,6,1,4,0.999722183631255,79,0.91,0,66.0,0.79,66.0,0.85,44.766666666666666,0.854,55.21666666666667,0.8448333333333333,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.4304131944444345
6,8,1,6,1,4,-0.999722183631255,69,0.81,0,76.0,0.81,79.0,0.84,44.666666666666664,0.8530000000000001,55.65,0.8460000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.150413194444444
6,1,1,6,1,4,0.999722183631255,68,0.82,0,49.0,0.84,50.0,0.83,44.63333333333333,0.8533333333333334,55.666666666666664,0.8473333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.030413194444426
6,2,1,6,1,4,-0.999722183631255,22,0.85,0,48.0,0.9,79.0,0.8,43.6,0.8566666666666667,56.53333333333333,0.8478333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.510413194444442
6,4,1,6,1,4,-0.999722183631255,40,0.88,0,32.0,0.87,20.0,0.81,44.0,0.8586666666666667,55.8,0.8465,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.260413194444425
6,7,1,0,0,5,0.999722183631255,39,0.91,0,42.0,0.8,54.0,0.93,45.53333333333333,0.846,55.53333333333333,0.8491666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.710413194444445
6,3,1,0,0,5,0.999722183631255,57,0.77,0,67.0,0.86,77.0,0.85,45.2,0.8463333333333334,56.06666666666667,0.8480000000000001,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.000413194444421
6,8,1,0,0,5,-0.999722183631255,52,0.94,0,78.0,0.94,21.0,0.88,47.1,0.8483333333333333,55.78333333333333,0.8496666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.610413194444437
6,1,1,0,0,5,0.999722183631255,63,0.9,0,59.0,0.9,29.0,0.86,48.1,0.8496666666666666,55.28333333333333,0.8484999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.420413194444448
6,2,1,0,0,5,-0.999722183631255,24,0.95,0,35.0,0.81,26.0,0.84,48.4,0.8486666666666667,55.21666666666667,0.8491666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.230413194444433
6,4,1,0,0,5,-0.999722183631255,51,0.9,0,67.0,0.76,38.0,0.9,49.36666666666667,0.844,54.666666666666664,0.8505,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.8604131944444418
6,7,1,1,0,5,0.999722183631255,77,0.75,0,53.0,0.9,27.0,0.92,50.666666666666664,0.8433333333333334,53.166666666666664,0.8511666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.4004131944444427
6,3,1,1,0,5,0.999722183631255,48,0.89,0,67.0,0.91,23.0,0.75,52.13333333333333,0.8486666666666667,52.81666666666667,0.8506666666666668,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.540413194444435
6,8,1,1,0,5,-0.999722183631255,39,0.89,0,57.0,0.81,27.0,0.86,53.13333333333333,0.847,52.55,0.8520000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.020413194444446
6,1,1,1,0,5,0.999722183631255,51,0.79,0,75.0,0.88,56.0,0.78,53.766666666666666,0.8503333333333334,52.516666666666666,0.8509999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.000413194444446
6,2,1,1,0,5,-0.999722183631255,22,0.88,0,70.0,0.79,75.0,0.83,53.6,0.8490000000000001,53.06666666666667,0.8518333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.920413194444432
6,4,1,1,0,5,-0.999722183631255,32,0.79,0,31.0,0.89,79.0,0.9,52.0,0.8486666666666667,53.11666666666667,0.8535,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0704131944444666
6,7,1,2,0,5,0.999722183631255,66,0.75,0,41.0,0.84,42.0,0.83,54.06666666666667,0.8423333333333335,51.81666666666667,0.8556666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.58041319444447
6,3,1,2,0,5,0.999722183631255,43,0.8,0,46.0,0.89,24.0,0.9,54.8,0.842,51.18333333333333,0.856,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.640413194444429
6,8,1,2,0,5,-0.999722183631255,76,0.94,0,68.0,0.86,69.0,0.82,54.766666666666666,0.8433333333333333,51.35,0.8556666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.040413194444432
6,1,1,2,0,5,0.999722183631255,26,0.83,0,73.0,0.94,28.0,0.75,56.266666666666666,0.8496666666666666,50.88333333333333,0.853,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.110413194444447
6,2,1,2,0,5,-0.999722183631255,41,0.8,0,55.0,0.77,70.0,0.77,55.766666666666666,0.8496666666666666,51.36666666666667,0.8506666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.520413194444436
6,4,1,2,0,5,-0.999722183631255,61,0.8,0,70.0,0.77,39.0,0.92,56.8,0.8446666666666667,51.483333333333334,0.8524999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.670413194444458
6,7,2,3,0,5,0.999722183631255,65,0.85,0,69.0,0.81,76.0,0.81,57.3,0.8426666666666666,51.36666666666667,0.8511666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2404131944444385
6,3,2,3,0,5,0.999722183631255,42,0.93,0,68.0,0.82,49.0,0.84,57.93333333333333,0.842,51.583333333333336,0.8506666666666667,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.33041319444444
6,8,2,3,0,5,-0.999722183631255,78,0.91,0,22.0,0.85,48.0,0.9,57.06666666666667,0.8403333333333334,51.21666666666667,0.8505,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.6404131944444544
6,1,2,3,0,5,0.999722183631255,35,0.76,0,40.0,0.88,32.0,0.87,57.333333333333336,0.8406666666666667,50.9,0.8509999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.080413194444454
6,2,2,3,0,5,-0.999722183631255,75,0.75,0,63.0,0.76,63.0,0.77,57.333333333333336,0.8403333333333334,50.68333333333333,0.8505,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.4904131944444687
6,4,2,3,0,5,-0.999722183631255,48,0.94,0,57.0,0.75,55.0,0.76,57.4,0.8400000000000001,50.78333333333333,0.8498333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.310413194444441
6,7,2,4,0,5,0.999722183631255,59,0.86,0,52.0,0.94,78.0,0.94,56.1,0.8406666666666667,50.65,0.8523333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.700413194444451
6,3,2,4,0,5,0.999722183631255,39,0.79,0,63.0,0.9,59.0,0.9,56.233333333333334,0.8406666666666668,50.4,0.8514999999999999,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.600413194444444
6,8,2,4,0,5,-0.999722183631255,53,0.77,0,24.0,0.95,35.0,0.81,55.86666666666667,0.8453333333333333,49.75,0.8523333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.7204131944444496
6,1,2,4,0,5,0.999722183631255,25,0.93,0,51.0,0.9,67.0,0.76,55.333333333333336,0.85,50.4,0.8518333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.630413194444448
6,2,2,4,0,5,-0.999722183631255,74,0.92,0,69.0,0.8,24.0,0.93,56.833333333333336,0.8456666666666667,50.18333333333333,0.8526666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.380413194444444
6,4,2,4,0,5,-0.999722183631255,64,0.76,0,54.0,0.76,75.0,0.77,56.13333333333333,0.8453333333333334,50.86666666666667,0.8523333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.66041319444444
6,7,2,5,1,5,0.999722183631255,30,0.88,0,39.0,0.89,57.0,0.81,55.7,0.8423333333333333,51.11666666666667,0.8496666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.860413194444411
6,3,2,5,1,5,0.999722183631255,78,0.91,0,51.0,0.79,75.0,0.88,54.9,0.8393333333333334,51.5,0.8515,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.3704131944444384
6,8,2,5,1,5,-0.999722183631255,28,0.84,0,22.0,0.88,70.0,0.79,53.3,0.8423333333333333,51.38333333333333,0.8511666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.020413194444457
6,1,2,5,1,5,0.999722183631255,78,0.79,0,32.0,0.79,31.0,0.89,53.333333333333336,0.839,50.81666666666667,0.8513333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.8304131944444375
6,2,2,5,1,5,-0.999722183631255,50,0.75,0,76.0,0.94,64.0,0.85,53.733333333333334,0.8420000000000001,50.6,0.8511666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.7004131944444563
6,4,2,5,1,5,-0.999722183631255,28,0.85,0,75.0,0.88,78.0,0.79,53.63333333333333,0.8450000000000001,50.78333333333333,0.8511666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.7004131944444505
6,7,2,6,1,5,0.999722183631255,75,0.83,0,76.0,0.94,68.0,0.86,54.63333333333333,0.8416666666666668,50.68333333333333,0.8491666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.490413194444444
6,3,2,6,1,5,0.999722183631255,56,0.77,0,26.0,0.83,73.0,0.94,53.06666666666667,0.838,50.86666666666667,0.8513333333333334,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.530413194444442
6,8,2,6,1,5,-0.999722183631255,56,0.8,0,41.0,0.8,55.0,0.77,52.6,0.8390000000000001,51.266666666666666,0.8505,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.880413194444465
6,1,2,6,1,5,0.999722183631255,58,0.87,0,61.0,0.8,70.0,0.77,52.3,0.8400000000000001,51.21666666666667,0.8490000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.31041319444446
6,2,2,6,1,5,-0.999722183631255,78,0.92,0,37.0,0.91,29.0,0.76,52.56666666666667,0.8450000000000001,50.93333333333333,0.8473333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.310413194444441
6,4,2,6,1,5,-0.999722183631255,47,0.76,0,65.0,0.78,79.0,0.91,52.1,0.8406666666666667,51.15,0.8483333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.140413194444444
6,7,2,0,0,6,0.999722183631255,71,0.91,0,78.0,0.91,22.0,0.85,52.96666666666667,0.8476666666666667,50.333333333333336,0.8485,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.5604131944444464
6,3,2,0,0,6,0.999722183631255,76,0.92,0,35.0,0.76,40.0,0.88,52.8,0.8436666666666668,50.666666666666664,0.8496666666666667,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.46041319444444
6,8,2,0,0,6,-0.999722183631255,25,0.78,0,75.0,0.75,63.0,0.76,53.2,0.8433333333333333,51.21666666666667,0.847,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.270413194444456
6,1,2,0,0,6,0.999722183631255,30,0.77,0,48.0,0.94,57.0,0.75,52.9,0.8496666666666666,51.666666666666664,0.8451666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.110413194444459
6,2,2,0,0,6,-0.999722183631255,26,0.93,0,63.0,0.79,39.0,0.91,53.7,0.8456666666666666,51.416666666666664,0.8448333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.700413194444444
6,4,2,0,0,6,-0.999722183631255,65,0.84,0,47.0,0.9,57.0,0.77,53.36666666666667,0.85,51.083333333333336,0.8435,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.850413194444424
6,7,2,1,0,6,0.999722183631255,23,0.84,0,53.0,0.77,24.0,0.95,53.766666666666666,0.8376666666666667,52.13333333333333,0.847,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.8904131944444647
6,3,2,1,0,6,0.999722183631255,40,0.81,0,25.0,0.93,51.0,0.9,52.9,0.8386666666666667,52.35,0.847,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.250413194444445
6,8,2,1,0,6,-0.999722183631255,62,0.81,0,74.0,0.92,69.0,0.8,53.06666666666667,0.8426666666666667,52.6,0.8476666666666668,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.8904131944444575
6,1,2,1,0,6,0.999722183631255,63,0.77,0,64.0,0.76,54.0,0.76,53.4,0.8426666666666667,52.96666666666667,0.8446666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.680413194444452
6,2,2,1,0,6,-0.999722183631255,34,0.89,0,69.0,0.9,77.0,0.75,53.13333333333333,0.8476666666666667,53.8,0.8418333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.220413194444428
6,4,2,1,0,6,-0.999722183631255,72,0.78,0,36.0,0.86,48.0,0.89,52.733333333333334,0.8466666666666666,54.21666666666667,0.8441666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.290413194444455
6,7,2,2,0,6,0.999722183631255,57,0.84,0,28.0,0.84,22.0,0.88,53.53333333333333,0.849,53.45,0.8456666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.700413194444451
6,3,2,2,0,6,0.999722183631255,48,0.81,0,78.0,0.79,32.0,0.79,55.06666666666667,0.8490000000000001,52.666666666666664,0.8438333333333333,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.040413194444438
6,8,2,2,0,6,-0.999722183631255,46,0.84,0,50.0,0.75,76.0,0.94,54.2,0.8426666666666667,53.583333333333336,0.8446666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.94041319444445
6,1,2,2,0,6,0.999722183631255,24,0.77,0,28.0,0.85,75.0,0.88,52.63333333333333,0.8416666666666667,53.86666666666667,0.8435000000000001,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.360413194444451
6,2,2,2,0,6,-0.999722183631255,52,0.85,0,55.0,0.94,66.0,0.75,52.266666666666666,0.8480000000000001,54.266666666666666,0.8421666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.330413194444452
6,4,2,2,0,6,-0.999722183631255,63,0.78,0,68.0,0.82,43.0,0.8,53.1,0.8486666666666667,54.583333333333336,0.8405,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.550413194444428
6,7,2,3,0,6,0.999722183631255,50,0.85,0,56.0,0.8,41.0,0.8,54.56666666666667,0.843,54.18333333333333,0.8443333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.260413194444426
6,3,2,3,0,6,0.999722183631255,52,0.88,0,58.0,0.87,61.0,0.8,54.46666666666667,0.8453333333333333,54.55,0.8423333333333333,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.2504131944444445
6,8,2,3,0,6,-0.999722183631255,51,0.94,0,78.0,0.92,37.0,0.91,55.833333333333336,0.8456666666666666,54.833333333333336,0.8418333333333334,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.270413194444444
6,1,2,3,0,6,0.999722183631255,26,0.9,0,47.0,0.76,65.0,0.78,55.233333333333334,0.8450000000000001,54.81666666666667,0.8416666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.040413194444432
6,2,2,3,0,6,-0.999722183631255,49,0.94,0,36.0,0.86,65.0,0.85,54.266666666666666,0.8453333333333333,54.63333333333333,0.8423333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.050413194444431
6,4,2,3,0,6,-0.999722183631255,63,0.86,0,74.0,0.84,42.0,0.93,55.333333333333336,0.8423333333333333,54.516666666666666,0.8438333333333332,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.080413194444448
