transaction_id,date,restaurant_id,restaurant_name,product_family,theoretical_unit_cost,actual_unit_cost,selling_price,units_sold,revenue,waste_kg,qsp_score,operational_anomaly,calculated_gap_percentage,theoretical_cos,actual_cos,cos_gap,gap_percentage,gap_severity
16667,2024-03-24,4,KFC Toulouse Capitole,Burger Poulet,3.1,3.186812809027778,6.82,51,347.82,0.045,0.75,False,2.8004131944444444,0.45454545454545453,0.46727460542929294,0.012729150883838414,2.800413194444451,MODÉRÉ
16668,2024-03-24,4,KFC Toulouse Capitole,Wraps & Salades,3.5,3.6060644618055555,7.7,39,300.3,0.036,0.87,False,3.0304131944444443,0.45454545454545453,0.46832005997474746,0.01377460542929293,3.030413194444445,MODÉRÉ
16669,2024-03-24,4,KFC Toulouse Capitole,Accompagnements,1.5,1.5462061979166668,3.3,53,174.9,0.05,0.82,False,3.080413194444444,0.45454545454545453,0.4685473327020202,0.014001878156565672,3.080413194444448,MODÉRÉ
16670,2024-03-24,4,KFC Toulouse Capitole,Boissons,0.8,0.8203233055555557,1.76,47,82.72,0.038,0.78,False,2.5404131944444446,0.4545454545454546,0.4660927872474748,0.011547332702020241,2.540413194444453,MODÉRÉ
16671,2024-03-24,4,KFC Toulouse Capitole,Desserts,2.2,2.249949090277778,4.84,30,145.2,0.022,0.84,False,2.2704131944444446,0.4545454545454546,0.4648655145202021,0.010320059974747497,2.2704131944444494,MODÉRÉ
16672,2024-03-24,4,KFC Toulouse Capitole,Petits Déjeuners,2.5,2.5515103298611113,5.5,44,242.0,0.03,0.8,False,2.060413194444444,0.45454545454545453,0.4639109690656566,0.009365514520202067,2.060413194444455,MODÉRÉ
16673,2024-03-24,5,KFC Lille Centre,Poulet Frit,4.2,4.400357354166667,9.24,54,498.96,0.074,0.76,False,4.770413194444444,0.4545454545454546,0.4762291508838385,0.021683696338383907,4.770413194444459,MODÉRÉ
16674,2024-03-24,5,KFC Lille Centre,Sandwichs,2.8,2.9316115694444447,6.16,26,160.16,0.035,0.86,False,4.700413194444445,0.45454545454545453,0.4759109690656566,0.021365514520202078,4.700413194444457,MODÉRÉ
16675,2024-03-24,5,KFC Lille Centre,Burger Poulet,3.1,3.2249428090277776,6.82,51,347.82,0.06,0.94,False,4.030413194444445,0.45454545454545453,0.47286551452020203,0.018320059974747505,4.030413194444451,MODÉRÉ
16676,2024-03-24,5,KFC Lille Centre,Wraps & Salades,3.5,3.6540144618055557,7.7,51,392.7,0.065,0.76,False,4.400413194444444,0.4545454545454546,0.47454733270202026,0.020001878156565678,4.400413194444449,MODÉRÉ
16677,2024-03-24,5,KFC Lille Centre,Accompagnements,1.5,1.5685561979166667,3.3,58,191.4,0.076,0.9,False,4.570413194444444,0.45454545454545453,0.47532005997474747,0.020774605429292936,4.570413194444447,MODÉRÉ
16678,2024-03-24,5,KFC Lille Centre,Boissons,0.8,0.8304033055555555,1.76,54,95.04,0.061,0.88,False,3.8004131944444444,0.45454545454545453,0.4718200599747474,0.017274605429292877,3.8004131944444333,MODÉRÉ
16679,2024-03-24,5,KFC Lille Centre,Desserts,2.2,2.2893290902777776,4.84,74,358.16,0.088,0.84,False,4.060413194444444,0.45454545454545453,0.4730018781565656,0.01845642361111105,4.060413194444431,MODÉRÉ
16680,2024-03-24,5,KFC Lille Centre,Petits Déjeuners,2.5,2.615010329861111,5.5,37,203.5,0.049,0.93,False,4.600413194444444,0.45454545454545453,0.47545642361111107,0.020910969065656537,4.600413194444438,MODÉRÉ
16681,2024-03-24,6,KFC Bordeaux Quinconces,Poulet Frit,4.2,4.345757354166667,9.24,22,203.28,0.023,0.8,False,3.4704131944444443,0.4545454545454546,0.4703200599747475,0.01577460542929293,3.4704131944444447,MODÉRÉ
16682,2024-03-24,6,KFC Bordeaux Quinconces,Sandwichs,2.8,2.8831715694444444,6.16,57,351.12,0.052,0.87,False,2.9704131944444443,0.45454545454545453,0.4680473327020202,0.013501878156565672,2.970413194444448,MODÉRÉ
16683,2024-03-24,6,KFC Bordeaux Quinconces,Burger Poulet,3.1,3.202622809027778,6.82,55,375.1,0.055,0.9,False,3.310413194444444,0.45454545454545453,0.4695927872474748,0.015047332702020244,3.310413194444454,MODÉRÉ
16684,2024-03-24,6,KFC Bordeaux Quinconces,Wraps & Salades,3.5,3.628814461805556,7.7,43,331.1,0.047,0.84,False,3.6804131944444443,0.45454545454545453,0.4712746054292929,0.016729150883838362,3.6804131944444394,MODÉRÉ
16685,2024-03-24,6,KFC Bordeaux Quinconces,Accompagnements,1.5,1.5562561979166667,3.3,62,204.6,0.069,0.84,False,3.7504131944444445,0.4545454545454546,0.4715927872474748,0.01704733270202019,3.7504131944444414,MODÉRÉ
16686,2024-03-24,6,KFC Bordeaux Quinconces,Boissons,0.8,0.8257633055555555,1.76,56,98.56,0.055,0.9,False,3.2204131944444443,0.4545454545454546,0.46918369633838386,0.014638241792929274,3.2204131944444403,MODÉRÉ
16687,2024-03-24,6,KFC Bordeaux Quinconces,Desserts,2.2,2.264689090277778,4.84,53,256.52,0.048,0.94,False,2.9404131944444445,0.4545454545454546,0.4679109690656566,0.013365514520202015,2.940413194444443,MODÉRÉ
16688,2024-03-24,6,KFC Bordeaux Quinconces,Petits Déjeuners,2.5,2.570760329861111,5.5,20,110.0,0.018,0.77,False,2.830413194444444,0.45454545454545453,0.4674109690656565,0.01286551452020196,2.8304131944444313,MODÉRÉ
16689,2024-03-24,7,KFC Nantes Erdre,Poulet Frit,4.2,4.438157354166666,9.24,51,471.24,0.081,0.87,False,5.6704131944444445,0.4545454545454546,0.48032005997474736,0.025774605429292774,5.67041319444441,ÉLEVÉ
16690,2024-03-24,7,KFC Nantes Erdre,Sandwichs,2.8,2.947291569444444,6.16,74,455.84,0.11,0.94,False,5.260413194444444,0.45454545454545453,0.47845642361111107,0.02391096906565654,5.260413194444439,ÉLEVÉ
16691,2024-03-24,7,KFC Nantes Erdre,Burger Poulet,3.1,3.241992809027778,6.82,40,272.8,0.053,0.89,False,4.580413194444445,0.45454545454545453,0.47536551452020204,0.020820059974747507,4.580413194444452,MODÉRÉ
16692,2024-03-24,7,KFC Nantes Erdre,Wraps & Salades,3.5,3.6827144618055554,7.7,34,261.8,0.05,0.84,False,5.220413194444444,0.45454545454545453,0.47827460542929284,0.023729150883838313,5.220413194444429,ÉLEVÉ
16693,2024-03-24,7,KFC Nantes Erdre,Accompagnements,1.5,1.5774061979166667,3.3,58,191.4,0.085,0.87,False,5.160413194444445,0.45454545454545453,0.4780018781565657,0.023456423611111166,5.160413194444457,ÉLEVÉ
16694,2024-03-24,7,KFC Nantes Erdre,Boissons,0.8,0.8334433055555556,1.76,24,42.24,0.029,0.87,False,4.180413194444444,0.4545454545454546,0.4735473327020202,0.01900187815656562,4.180413194444436,MODÉRÉ
16695,2024-03-24,7,KFC Nantes Erdre,Desserts,2.2,2.313749090277778,4.84,58,280.72,0.085,0.84,False,5.1704131944444445,0.45454545454545453,0.47804733270202027,0.023501878156565736,5.170413194444462,ÉLEVÉ
16696,2024-03-24,7,KFC Nantes Erdre,Petits Déjeuners,2.5,2.610510329861111,5.5,21,115.5,0.027,0.89,False,4.4204131944444445,0.45454545454545453,0.4746382417929293,0.020092787247474764,4.420413194444448,MODÉRÉ
16697,2024-03-24,8,KFC Strasbourg Grande Île,Poulet Frit,4.2,4.306277354166667,9.24,41,378.84,0.033,0.87,False,2.5304131944444443,0.45454545454545464,0.4660473327020203,0.01150187815656567,2.5304131944444466,MODÉRÉ
16698,2024-03-24,8,KFC Strasbourg Grande Île,Sandwichs,2.8,2.8585315694444446,6.16,70,431.2,0.049,0.81,False,2.0904131944444444,0.45454545454545453,0.46404733270202025,0.009501878156565724,2.0904131944444595,MODÉRÉ
16699,2024-03-24,8,KFC Strasbourg Grande Île,Burger Poulet,3.1,3.177512809027778,6.82,51,347.82,0.041,0.85,False,2.5004131944444445,0.45454545454545453,0.4659109690656566,0.011365514520202069,2.500413194444455,MODÉRÉ
16700,2024-03-24,8,KFC Strasbourg Grande Île,Wraps & Salades,3.5,3.585064461805555,7.7,79,608.3,0.062,0.88,False,2.4304131944444443,0.4545454545454546,0.4655927872474747,0.01104733270202013,2.4304131944444283,MODÉRÉ
16701,2024-03-24,8,KFC Strasbourg Grande Île,Accompagnements,1.5,1.5366061979166665,3.3,74,244.2,0.058,0.82,False,2.4404131944444445,0.4545454545454546,0.46563824179292923,0.011092787247474645,2.440413194444422,MODÉRÉ
16702,2024-03-24,8,KFC Strasbourg Grande Île,Boissons,0.8,0.8129633055555555,1.76,35,61.6,0.02,0.91,False,1.6204131944444442,0.45454545454545453,0.46191096906565654,0.00736551452020201,1.6204131944444422,FAIBLE
16703,2024-03-24,8,KFC Strasbourg Grande Île,Desserts,2.2,2.242909090277778,4.84,77,372.68,0.051,0.79,False,1.9504131944444443,0.45454545454545453,0.4634109690656566,0.008865514520202067,1.9504131944444547,FAIBLE
16704,2024-03-24,8,KFC Strasbourg Grande Île,Petits Déjeuners,2.5,2.550760329861111,5.5,72,396.0,0.049,0.75,False,2.0304131944444443,0.45454545454545453,0.46377460542929283,0.0092291508838383,2.0304131944444257,MODÉRÉ
16705,2024-03-24,9,KFC Rennes Centre,Poulet Frit,4.2,4.435217354166666,9.24,26,240.24,0.041,0.79,False,5.600413194444444,0.45454545454545453,0.4800018781565656,0.025456423611111056,5.600413194444433,ÉLEVÉ
16706,2024-03-24,9,KFC Rennes Centre,Sandwichs,2.8,2.951771569444444,6.16,64,394.24,0.098,0.76,False,5.4204131944444445,0.45454545454545453,0.47918369633838376,0.024638241792929227,5.42041319444443,ÉLEVÉ
16707,2024-03-24,9,KFC Rennes Centre,Burger Poulet,3.1,3.2695828090277774,6.82,69,470.58,0.106,0.76,False,5.470413194444444,0.4545454545454546,0.4794109690656565,0.024865514520201915,5.47041319444442,ÉLEVÉ
16708,2024-03-24,9,KFC Rennes Centre,Wraps & Salades,3.5,3.685164461805556,7.7,51,392.7,0.076,0.81,False,5.290413194444445,0.4545454545454546,0.4785927872474748,0.024047332702020197,5.290413194444443,ÉLEVÉ
16709,2024-03-24,9,KFC Rennes Centre,Accompagnements,1.5,1.5906061979166666,3.3,42,138.6,0.071,0.82,False,6.040413194444445,0.4545454545454546,0.4820018781565657,0.027456423611111114,6.040413194444445,ÉLEVÉ
16710,2024-03-24,9,KFC Rennes Centre,Boissons,0.8,0.8384833055555556,1.76,74,130.24,0.102,0.86,False,4.810413194444444,0.45454545454545453,0.47641096906565655,0.021865514520202023,4.810413194444445,MODÉRÉ
16711,2024-03-24,9,KFC Rennes Centre,Desserts,2.2,2.320789090277778,4.84,52,251.68,0.08,0.84,False,5.490413194444445,0.45454545454545453,0.47950187815656575,0.024956423611111223,5.490413194444469,ÉLEVÉ
16712,2024-03-24,9,KFC Rennes Centre,Petits Déjeuners,2.5,2.639760329861111,5.5,71,390.5,0.112,0.88,False,5.590413194444444,0.45454545454545453,0.4799564236111111,0.025410969065656597,5.5904131944444515,ÉLEVÉ
16713,2024-03-24,10,KFC Nice Promenade,Poulet Frit,4.2,4.373057354166667,9.24,53,489.72,0.064,0.94,False,4.120413194444445,0.4545454545454546,0.47327460542929295,0.018729150883838364,4.120413194444439,MODÉRÉ
16714,2024-03-24,10,KFC Nice Promenade,Sandwichs,2.8,2.906971569444444,6.16,76,468.16,0.086,0.84,False,3.820413194444444,0.4545454545454545,0.4719109690656565,0.01736551452020202,3.820413194444445,MODÉRÉ
16715,2024-03-24,10,KFC Nice Promenade,Burger Poulet,3.1,3.2054128090277776,6.82,26,177.32,0.027,0.77,False,3.400413194444444,0.4545454545454546,0.4700018781565657,0.015456423611111103,3.4004131944444427,MODÉRÉ
16716,2024-03-24,10,KFC Nice Promenade,Wraps & Salades,3.5,3.6326644618055557,7.7,29,223.3,0.033,0.88,False,3.7904131944444446,0.45454545454545453,0.4717746054292929,0.017229150883838362,3.7904131944444397,MODÉRÉ
16717,2024-03-24,10,KFC Nice Promenade,Accompagnements,1.5,1.5624061979166668,3.3,23,75.9,0.028,0.89,False,4.160413194444445,0.45454545454545453,0.47345642361111107,0.018910969065656535,4.160413194444438,MODÉRÉ
16718,2024-03-24,10,KFC Nice Promenade,Boissons,0.8,0.8290433055555555,1.76,41,72.16,0.044,0.88,False,3.6304131944444444,0.45454545454545464,0.4710473327020202,0.016501878156565564,3.6304131944444236,MODÉRÉ
16719,2024-03-24,10,KFC Nice Promenade,Desserts,2.2,2.287129090277778,4.84,51,246.84,0.059,0.75,False,3.9604131944444445,0.45454545454545453,0.47254733270202026,0.01800187815656573,3.9604131944444614,MODÉRÉ
16720,2024-03-24,10,KFC Nice Promenade,Petits Déjeuners,2.5,2.594760329861111,5.5,27,148.5,0.03,0.87,False,3.7904131944444446,0.45454545454545453,0.47177460542929284,0.017229150883838307,3.7904131944444273,MODÉRÉ
16721,2024-03-25,1,KFC Paris Louvre,Poulet Frit,4.2,4.351217354166667,9.24,24,221.76,0.026,0.88,False,3.600413194444444,0.45454545454545464,0.47091096906565655,0.016365514520201907,3.6004131944444193,MODÉRÉ
16722,2024-03-25,1,KFC Paris Louvre,Sandwichs,2.8,2.873371569444444,6.16,77,474.32,0.064,0.92,False,2.620413194444444,0.45454545454545453,0.46645642361111106,0.01191096906565653,2.6204131944444367,MODÉRÉ
16723,2024-03-25,1,KFC Paris Louvre,Burger Poulet,3.1,3.186812809027778,6.82,47,320.54,0.041,0.92,False,2.8004131944444444,0.4545454545454546,0.46727460542929294,0.012729150883838358,2.8004131944444386,MODÉRÉ
16724,2024-03-25,1,KFC Paris Louvre,Wraps & Salades,3.5,3.6113144618055557,7.7,41,315.7,0.04,0.8,False,3.1804131944444443,0.4545454545454546,0.46900187815656574,0.014456423611111158,3.1804131944444545,MODÉRÉ
16725,2024-03-25,1,KFC Paris Louvre,Accompagnements,1.5,1.5531061979166667,3.3,25,82.5,0.027,0.95,False,3.5404131944444446,0.45454545454545453,0.47063824179292935,0.016092787247474816,3.5404131944444597,MODÉRÉ
16726,2024-03-25,1,KFC Paris Louvre,Boissons,0.8,0.8215233055555556,1.76,77,135.52,0.065,0.83,False,2.6904131944444445,0.45454545454545453,0.46677460542929294,0.012229150883838413,2.690413194444451,MODÉRÉ
16727,2024-03-25,1,KFC Paris Louvre,Desserts,2.2,2.256769090277778,4.84,66,319.44,0.054,0.89,False,2.580413194444444,0.4545454545454546,0.46627460542929294,0.011729150883838357,2.5804131944444384,MODÉRÉ
16728,2024-03-25,1,KFC Paris Louvre,Petits Déjeuners,2.5,2.5570103298611113,5.5,38,209.0,0.028,0.79,False,2.2804131944444443,0.45454545454545453,0.4649109690656566,0.010365514520202068,2.280413194444455,MODÉRÉ
16729,2024-03-25,2,KFC Lyon Part-Dieu,Poulet Frit,4.2,4.279397354166667,9.24,65,600.6,0.042,0.86,False,1.8904131944444442,0.45454545454545453,0.46313824179292934,0.008592787247474809,1.890413194444458,FAIBLE
16730,2024-03-25,2,KFC Lyon Part-Dieu,Sandwichs,2.8,2.840331569444444,6.16,60,369.6,0.032,0.78,False,1.4404131944444445,0.45454545454545453,0.46109278724747466,0.0065473327020201255,1.4404131944444276,FAIBLE
16731,2024-03-25,2,KFC Lyon Part-Dieu,Burger Poulet,3.1,3.1753428090277778,6.82,47,320.54,0.037,0.76,False,2.4304131944444443,0.4545454545454546,0.4655927872474747,0.01104733270202013,2.4304131944444283,MODÉRÉ
16732,2024-03-25,2,KFC Lyon Part-Dieu,Wraps & Salades,3.5,3.5773644618055553,7.7,53,408.1,0.039,0.86,False,2.2104131944444445,0.45454545454545453,0.46459278724747466,0.010047332702020129,2.210413194444428,MODÉRÉ
16733,2024-03-25,2,KFC Lyon Part-Dieu,Accompagnements,1.5,1.5303061979166666,3.3,61,201.3,0.042,0.89,False,2.0204131944444446,0.45454545454545453,0.4637291508838383,0.009183696338383784,2.0204131944444326,MODÉRÉ
16734,2024-03-25,2,KFC Lyon Part-Dieu,Boissons,0.8,0.8094433055555555,1.76,75,132.0,0.035,0.87,False,1.1804131944444443,0.45454545454545453,0.45991096906565654,0.005365514520202008,1.1804131944444418,FAIBLE
16735,2024-03-25,2,KFC Lyon Part-Dieu,Desserts,2.2,2.240489090277778,4.84,63,304.92,0.04,0.76,False,1.8404131944444444,0.4545454545454546,0.46291096906565654,0.008365514520201955,1.8404131944444302,FAIBLE
16736,2024-03-25,2,KFC Lyon Part-Dieu,Petits Déjeuners,2.5,2.550260329861111,5.5,50,275.0,0.034,0.87,False,2.0104131944444443,0.45454545454545453,0.46368369633838386,0.009138241792929325,2.0104131944444514,MODÉRÉ
16737,2024-03-25,3,KFC Marseille Vieux Port,Poulet Frit,4.2,4.567937354166667,9.24,65,600.6,0.154,0.8,True,8.760413194444446,0.45454545454545453,0.49436551452020205,0.039820059974747524,8.760413194444455,ÉLEVÉ
16738,2024-03-25,3,KFC Marseille Vieux Port,Sandwichs,2.8,3.0044115694444438,6.16,78,480.48,0.156,0.86,True,7.300413194444444,0.4545454545454545,0.4877291508838382,0.03318369633838375,7.300413194444426,ÉLEVÉ
16739,2024-03-25,3,KFC Marseille Vieux Port,Burger Poulet,3.1,3.3517328090277783,6.82,76,518.32,0.167,0.92,True,8.120413194444446,0.4545454545454545,0.49145642361111114,0.03691096906565666,8.120413194444467,ÉLEVÉ
16740,2024-03-25,3,KFC Marseille Vieux Port,Wraps & Salades,3.5,3.7950644618055556,7.7,31,238.7,0.071,0.78,True,8.430413194444444,0.4545454545454546,0.49286551452020205,0.03832005997474747,8.43041319444444,ÉLEVÉ
16741,2024-03-25,3,KFC Marseille Vieux Port,Accompagnements,1.5,1.6255561979166666,3.3,39,128.7,0.088,0.81,True,8.370413194444446,0.4545454545454546,0.4925927872474748,0.03804733270202021,8.370413194444446,ÉLEVÉ
16742,2024-03-25,3,KFC Marseille Vieux Port,Boissons,0.8,0.8603233055555557,1.76,49,86.24,0.101,0.88,True,7.540413194444445,0.4545454545454546,0.48882005997474753,0.03427460542929295,7.540413194444448,ÉLEVÉ
16743,2024-03-25,3,KFC Marseille Vieux Port,Desserts,2.2,2.3650090902777783,4.84,32,154.88,0.066,0.9,True,7.500413194444444,0.4545454545454546,0.4886382417929294,0.03409278724747483,7.500413194444462,ÉLEVÉ
16744,2024-03-25,3,KFC Marseille Vieux Port,Petits Déjeuners,2.5,2.697010329861111,5.5,76,418.0,0.163,0.75,True,7.880413194444444,0.45454545454545453,0.490365514520202,0.035820059974747465,7.880413194444443,ÉLEVÉ
16745,2024-03-25,4,KFC Toulouse Capitole,Poulet Frit,4.2,4.318877354166666,9.24,56,517.44,0.049,0.94,False,2.830413194444444,0.45454545454545453,0.4674109690656565,0.01286551452020196,2.8304131944444313,MODÉRÉ
16746,2024-03-25,4,KFC Toulouse Capitole,Sandwichs,2.8,2.8529315694444444,6.16,67,412.72,0.043,0.83,False,1.8904131944444442,0.4545454545454545,0.46313824179292923,0.008592787247474754,1.8904131944444462,FAIBLE
16747,2024-03-25,4,KFC Toulouse Capitole,Burger Poulet,3.1,3.171002809027778,6.82,37,252.34,0.028,0.92,False,2.2904131944444446,0.45454545454545453,0.46495642361111117,0.010410969065656639,2.2904131944444606,MODÉRÉ
16748,2024-03-25,4,KFC Toulouse Capitole,Wraps & Salades,3.5,3.609564461805556,7.7,69,531.3,0.066,0.88,False,3.1304131944444444,0.4545454545454546,0.468774605429293,0.014229150883838415,3.1304131944444507,MODÉRÉ
16749,2024-03-25,4,KFC Toulouse Capitole,Accompagnements,1.5,1.5450061979166665,3.3,48,158.4,0.044,0.76,False,3.0004131944444445,0.45454545454545453,0.46818369633838375,0.013638241792929218,3.000413194444428,MODÉRÉ
16750,2024-03-25,4,KFC Toulouse Capitole,Boissons,0.8,0.8194433055555556,1.76,75,132.0,0.059,0.78,False,2.4304131944444443,0.45454545454545453,0.4655927872474747,0.011047332702020185,2.4304131944444407,MODÉRÉ
16751,2024-03-25,4,KFC Toulouse Capitole,Desserts,2.2,2.2481890902777777,4.84,67,324.28,0.048,0.77,False,2.1904131944444445,0.4545454545454546,0.4645018781565657,0.009956423611111098,2.1904131944444414,MODÉRÉ
16752,2024-03-25,4,KFC Toulouse Capitole,Petits Déjeuners,2.5,2.5612603298611107,5.5,54,297.0,0.043,0.76,False,2.4504131944444443,0.45454545454545453,0.4656836963383838,0.011138241792929271,2.4504131944444394,MODÉRÉ
16753,2024-03-25,5,KFC Lille Centre,Poulet Frit,4.2,4.381877354166667,9.24,53,489.72,0.067,0.92,False,4.330413194444445,0.4545454545454546,0.4742291508838384,0.019683696338383794,4.330413194444435,MODÉRÉ
16754,2024-03-25,5,KFC Lille Centre,Sandwichs,2.8,2.9274115694444443,6.16,70,431.2,0.092,0.85,False,4.550413194444444,0.45454545454545453,0.4752291508838384,0.02068369633838385,4.550413194444447,MODÉRÉ
16755,2024-03-25,5,KFC Lille Centre,Burger Poulet,3.1,3.235172809027778,6.82,62,422.84,0.078,0.88,False,4.360413194444444,0.4545454545454546,0.4743655145202021,0.019820059974747506,4.36041319444445,MODÉRÉ
16756,2024-03-25,5,KFC Lille Centre,Wraps & Salades,3.5,3.6610144618055553,7.7,61,469.7,0.081,0.78,False,4.600413194444444,0.45454545454545453,0.4754564236111111,0.020910969065656593,4.60041319444445,MODÉRÉ
16757,2024-03-25,5,KFC Lille Centre,Accompagnements,1.5,1.5717061979166667,3.3,50,165.0,0.068,0.81,False,4.780413194444445,0.45454545454545453,0.47627460542929295,0.021729150883838422,4.780413194444453,MODÉRÉ
16758,2024-03-25,5,KFC Lille Centre,Boissons,0.8,0.8305633055555556,1.76,48,84.48,0.054,0.78,False,3.820413194444444,0.4545454545454546,0.47191096906565655,0.017365514520201963,3.8204131944444315,MODÉRÉ
16759,2024-03-25,5,KFC Lille Centre,Desserts,2.2,2.303409090277778,4.84,43,208.12,0.058,0.91,False,4.700413194444445,0.4545454545454546,0.4759109690656566,0.021365514520202022,4.700413194444445,MODÉRÉ
16760,2024-03-25,5,KFC Lille Centre,Petits Déjeuners,2.5,2.610260329861111,5.5,26,143.0,0.033,0.81,False,4.410413194444445,0.45454545454545453,0.4745927872474748,0.02004733270202025,4.4104131944444545,MODÉRÉ
16761,2024-03-25,6,KFC Bordeaux Quinconces,Poulet Frit,4.2,4.355837354166667,9.24,35,323.4,0.039,0.9,False,3.7104131944444445,0.4545454545454546,0.47141096906565655,0.016865514520201963,3.710413194444431,MODÉRÉ
16762,2024-03-25,6,KFC Bordeaux Quinconces,Sandwichs,2.8,2.8845715694444443,6.16,49,301.84,0.046,0.82,False,3.0204131944444446,0.45454545454545453,0.46827460542929294,0.013729150883838415,3.020413194444451,MODÉRÉ
16763,2024-03-25,6,KFC Bordeaux Quinconces,Burger Poulet,3.1,3.1995228090277776,6.82,56,381.92,0.055,0.94,False,3.2104131944444445,0.45454545454545453,0.4691382417929293,0.014592787247474759,3.2104131944444467,MODÉRÉ
16764,2024-03-25,6,KFC Bordeaux Quinconces,Wraps & Salades,3.5,3.6316144618055555,7.7,60,462.0,0.067,0.81,False,3.7604131944444443,0.45454545454545453,0.4716382417929293,0.01709278724747476,3.7604131944444474,MODÉRÉ
16765,2024-03-25,6,KFC Bordeaux Quinconces,Accompagnements,1.5,1.5532561979166668,3.3,73,240.9,0.078,0.89,False,3.5504131944444444,0.45454545454545453,0.47068369633838386,0.01613824179292933,3.5504131944444532,MODÉRÉ
16766,2024-03-25,6,KFC Bordeaux Quinconces,Boissons,0.8,0.8284833055555556,1.76,59,103.84,0.063,0.84,False,3.560413194444444,0.45454545454545453,0.47072915088383843,0.0161836963383839,3.5604131944444584,MODÉRÉ
16767,2024-03-25,6,KFC Bordeaux Quinconces,Desserts,2.2,2.284269090277778,4.84,47,227.48,0.053,0.88,False,3.8304131944444446,0.4545454545454546,0.4719564236111111,0.017410969065656534,3.8304131944444375,MODÉRÉ
16768,2024-03-25,6,KFC Bordeaux Quinconces,Petits Déjeuners,2.5,2.585760329861111,5.5,68,374.0,0.07,0.76,False,3.4304131944444443,0.45454545454545453,0.47013824179292923,0.015592787247474704,3.430413194444435,MODÉRÉ
16769,2024-03-25,7,KFC Nantes Erdre,Poulet Frit,4.2,4.403297354166667,9.24,49,452.76,0.068,0.85,False,4.840413194444444,0.4545454545454546,0.47654733270202027,0.02200187815656568,4.840413194444449,MODÉRÉ
16770,2024-03-25,7,KFC Nantes Erdre,Sandwichs,2.8,2.933291569444444,6.16,66,406.56,0.09,0.83,False,4.760413194444444,0.4545454545454545,0.4761836963383838,0.021638241792929336,4.760413194444454,MODÉRÉ
16771,2024-03-25,7,KFC Nantes Erdre,Burger Poulet,3.1,3.261522809027778,6.82,46,313.72,0.068,0.82,False,5.2104131944444445,0.4545454545454545,0.4782291508838384,0.02368369633838391,5.2104131944444605,ÉLEVÉ
16772,2024-03-25,7,KFC Nantes Erdre,Wraps & Salades,3.5,3.693564461805556,7.7,34,261.8,0.053,0.9,False,5.530413194444445,0.45454545454545453,0.47968369633838387,0.02513824179292934,5.530413194444455,ÉLEVÉ
16773,2024-03-25,7,KFC Nantes Erdre,Accompagnements,1.5,1.5777061979166667,3.3,36,118.8,0.053,0.86,False,5.180413194444444,0.45454545454545453,0.4780927872474748,0.02354733270202025,5.180413194444455,ÉLEVÉ
16774,2024-03-25,7,KFC Nantes Erdre,Boissons,0.8,0.8378433055555556,1.76,38,66.88,0.052,0.94,False,4.730413194444444,0.4545454545454546,0.47604733270202026,0.02150187815656568,4.7304131944444485,MODÉRÉ
16775,2024-03-25,7,KFC Nantes Erdre,Desserts,2.2,2.310669090277778,4.84,43,208.12,0.062,0.94,False,5.030413194444445,0.4545454545454546,0.4774109690656566,0.022865514520202024,5.030413194444445,ÉLEVÉ
16776,2024-03-25,7,KFC Nantes Erdre,Petits Déjeuners,2.5,2.621760329861111,5.5,51,280.5,0.071,0.82,False,4.870413194444445,0.45454545454545453,0.4766836963383838,0.02213824179292928,4.870413194444442,MODÉRÉ
16777,2024-03-25,8,KFC Strasbourg Grande Île,Poulet Frit,4.2,4.316357354166667,9.24,26,240.24,0.023,0.84,False,2.7704131944444446,0.45454545454545453,0.4671382417929293,0.012592787247474757,2.770413194444447,MODÉRÉ
16778,2024-03-25,8,KFC Strasbourg Grande Île,Sandwichs,2.8,2.8487315694444444,6.16,74,455.84,0.045,0.83,False,1.7404131944444443,0.45454545454545453,0.4624564236111111,0.007910969065656581,1.740413194444448,FAIBLE
16779,2024-03-25,8,KFC Strasbourg Grande Île,Burger Poulet,3.1,3.1651128090277783,6.82,67,456.94,0.047,0.89,False,2.100413194444444,0.4545454545454546,0.4640927872474748,0.00954733270202024,2.1004131944444526,MODÉRÉ
16780,2024-03-25,8,KFC Strasbourg Grande Île,Wraps & Salades,3.5,3.5815644618055558,7.7,38,292.6,0.029,0.9,False,2.330413194444444,0.45454545454545453,0.4651382417929293,0.010592787247474755,2.3304131944444464,MODÉRÉ
16781,2024-03-25,8,KFC Strasbourg Grande Île,Accompagnements,1.5,1.5454561979166666,3.3,21,69.3,0.02,0.79,False,3.0304131944444443,0.4545454545454546,0.46832005997474746,0.013774605429292874,3.030413194444432,MODÉRÉ
16782,2024-03-25,8,KFC Strasbourg Grande Île,Boissons,0.8,0.8158433055555556,1.76,42,73.92,0.028,0.81,False,1.9804131944444445,0.45454545454545453,0.4635473327020202,0.009001878156565668,1.980413194444447,FAIBLE
16783,2024-03-25,8,KFC Strasbourg Grande Île,Desserts,2.2,2.2400490902777777,4.84,54,261.36,0.034,0.81,False,1.8204131944444444,0.4545454545454546,0.46282005997474746,0.00827460542929287,1.8204131944444313,FAIBLE
